student_id,topic,learning_style,difficulty_level,quiz_score,time_spent_minutes,attempts,engagement_score,next_content_level
420,Biology,Textual,Medium,86.0,20.6,3,52.2,Hard
421,Physics,Textual,Medium,66.1,20.9,5,40.3,Medium
422,Biology,Textual,Easy,93.6,45.9,4,62.6,Hard
423,Physics,Visual,Easy,67.9,41.4,2,50.4,Medium
424,Physics,Textual,Hard,50.5,40.2,1,42.3,Medium
425,Computer Science,Practice,Medium,87.8,40.8,2,60.1,Hard
426,Physics,Visual,Medium,94.2,37.5,1,63.4,Hard
427,Mathematics,Textual,Hard,84.9,47.2,4,58.6,Hard
428,Chemistry,Practice,Medium,58.5,61.5,2,51.7,Medium
429,Chemistry,Textual,Easy,51.5,31.0,4,37.0,Medium
430,Biology,Textual,Hard,64.7,51.8,3,50.9,Medium
431,Physics,Visual,Hard,100.0,46.2,1,68.9,Hard
432,Mathematics,Textual,Easy,52.3,18.3,3,34.6,Medium
433,Biology,Visual,Hard,82.3,35.2,3,54.7,Hard
434,Computer Science,Practice,Easy,68.6,45.2,2,51.9,Medium
435,Biology,Practice,Medium,84.2,77.5,5,66.4,Hard
436,Biology,Practice,Easy,51.1,34.1,5,36.8,Medium
437,Physics,Practice,Medium,66.3,35.8,4,45.9,Medium
438,Computer Science,Textual,Medium,56.5,51.2,2,47.6,Medium
439,Biology,Textual,Medium,57.4,43.3,3,44.7,Medium
440,Mathematics,Practice,Hard,81.0,26.1,4,50.3,Hard
441,Mathematics,Practice,Easy,53.2,19.0,3,35.3,Medium
442,Chemistry,Textual,Hard,74.3,17.1,4,44.3,Medium
443,Computer Science,Practice,Medium,70.8,57.8,1,57.7,Medium
444,Computer Science,Textual,Hard,55.7,29.5,4,38.7,Medium
445,Chemistry,Textual,Medium,58.9,80.5,4,55.6,Medium
446,Biology,Textual,Easy,75.0,37.1,3,51.6,Medium
447,Computer Science,Visual,Easy,69.6,56.6,5,52.8,Medium
448,Mathematics,Visual,Hard,70.6,27.6,3,46.6,Medium
449,Mathematics,Visual,Hard,66.5,47.8,2,51.6,Medium
450,Physics,Textual,Medium,65.5,66.2,3,55.6,Medium
451,Computer Science,Textual,Medium,69.7,39.8,5,47.8,Medium
452,Biology,Textual,Medium,91.6,28.7,2,58.4,Hard
453,Chemistry,Practice,Hard,77.9,39.4,5,51.8,Medium
454,Chemistry,Textual,Hard,68.0,41.8,2,50.5,Medium
455,Biology,Textual,Hard,53.8,30.2,3,39.0,Medium
456,Physics,Visual,Hard,63.7,69.8,5,53.8,Medium
457,Chemistry,Visual,Hard,56.2,45.3,5,42.7,Medium
458,Computer Science,Practice,Easy,58.1,64.2,1,53.3,Medium
459,Physics,Textual,Hard,41.9,61.1,1,44.3,Easy
460,Computer Science,Practice,Hard,69.8,70.5,4,58.0,Medium
461,Mathematics,Visual,Hard,100.0,26.1,1,62.8,Hard
462,Physics,Textual,Medium,72.9,54.7,5,53.9,Medium
463,Chemistry,Visual,Easy,80.9,37.4,4,53.7,Hard
464,Physics,Visual,Medium,84.4,42.9,3,58.1,Hard
465,Physics,Visual,Hard,65.7,28.8,4,43.5,Medium
466,Physics,Visual,Easy,66.7,79.9,2,61.3,Medium
467,Physics,Visual,Medium,49.0,34.0,4,36.7,Easy
468,Computer Science,Visual,Medium,73.0,54.8,1,57.9,Medium
469,Mathematics,Practice,Medium,70.8,25.7,3,46.1,Medium
470,Biology,Visual,Medium,57.2,41.2,2,45.0,Medium
471,Physics,Visual,Easy,87.2,60.9,4,63.9,Hard
472,Chemistry,Visual,Hard,58.4,50.2,3,47.3,Medium
473,Physics,Textual,Hard,100.0,30.9,1,64.3,Hard
474,Chemistry,Visual,Easy,76.1,34.3,3,51.3,Medium
475,Computer Science,Practice,Hard,69.7,47.4,3,52.1,Medium
476,Chemistry,Practice,Hard,99.1,44.7,2,67.0,Hard
477,Biology,Visual,Easy,35.8,25.3,5,26.5,Easy
478,Mathematics,Textual,Medium,65.7,39.3,1,49.6,Medium
479,Chemistry,Visual,Medium,63.5,42.8,2,48.6,Medium
480,Chemistry,Textual,Medium,67.3,53.5,2,53.7,Medium
481,Mathematics,Textual,Hard,73.4,60.2,2,58.8,Medium
482,Biology,Visual,Medium,66.8,55.1,5,50.9,Medium
483,Physics,Visual,Easy,91.0,50.1,5,61.5,Hard
484,Chemistry,Textual,Hard,76.5,50.4,4,55.4,Medium
485,Mathematics,Textual,Easy,77.3,52.2,4,56.3,Medium
486,Computer Science,Visual,Hard,76.9,59.4,1,61.3,Medium
487,Mathematics,Practice,Easy,50.7,70.4,1,51.5,Medium
488,Computer Science,Textual,Easy,73.0,30.4,5,46.6,Medium
489,Biology,Practice,Medium,73.5,38.3,5,49.2,Medium
490,Physics,Visual,Easy,53.1,60.2,5,45.6,Medium
491,Mathematics,Practice,Medium,83.3,30.1,2,54.7,Hard
492,Chemistry,Practice,Easy,39.4,25.6,5,28.4,Easy
493,Biology,Visual,Medium,100.0,35.4,2,64.6,Hard
494,Mathematics,Practice,Medium,69.4,46.1,2,52.5,Medium
495,Chemistry,Textual,Easy,57.2,37.8,1,44.9,Medium
496,Mathematics,Practice,Hard,79.3,50.5,3,57.8,Medium
497,Computer Science,Visual,Easy,79.4,40.7,4,53.9,Medium
498,Mathematics,Textual,Easy,100.0,39.8,4,63.9,Hard
499,Mathematics,Textual,Medium,96.7,20.0,1,59.4,Hard
500,Mathematics,Practice,Medium,50.1,54.0,1,46.2,Medium
501,Biology,Visual,Medium,65.9,54.2,5,50.2,Medium
502,Mathematics,Practice,Easy,56.4,42.2,5,41.9,Medium
503,Chemistry,Practice,Hard,81.1,47.2,5,55.7,Hard
504,Computer Science,Visual,Medium,91.2,47.2,2,63.8,Hard
505,Computer Science,Practice,Easy,50.3,60.8,2,47.4,Medium
506,Mathematics,Practice,Medium,69.1,48.3,5,50.0,Medium
507,Biology,Visual,Hard,60.5,25.0,2,41.8,Medium
508,Biology,Textual,Medium,82.7,73.6,1,68.4,Hard
509,Chemistry,Textual,Easy,76.1,64.3,5,58.3,Medium
510,Mathematics,Visual,Medium,87.6,45.7,4,59.5,Hard
511,Computer Science,Visual,Easy,63.7,47.3,4,48.0,Medium
512,Biology,Visual,Medium,68.3,49.3,2,52.9,Medium
513,Mathematics,Visual,Hard,75.9,33.4,4,50.0,Medium
514,Biology,Textual,Medium,65.9,61.7,5,52.5,Medium
515,Biology,Visual,Medium,74.5,60.2,4,57.3,Medium
516,Computer Science,Practice,Hard,89.1,43.7,1,62.7,Hard
517,Physics,Practice,Medium,100.0,55.1,2,70.5,Hard
518,Chemistry,Visual,Medium,62.7,60.7,4,51.6,Medium
519,Chemistry,Textual,Easy,100.0,48.4,2,68.5,Hard
520,Computer Science,Textual,Medium,62.5,29.5,1,45.1,Medium
521,Biology,Practice,Medium,83.0,55.3,4,60.1,Hard
522,Mathematics,Visual,Medium,62.6,45.8,5,46.0,Medium
523,Biology,Visual,Hard,54.6,28.6,3,38.9,Medium
524,Computer Science,Practice,Hard,88.3,60.5,4,64.3,Hard
525,Chemistry,Practice,Hard,69.3,48.6,1,54.2,Medium
526,Biology,Practice,Medium,89.3,41.6,3,60.1,Hard
527,Chemistry,Practice,Medium,81.3,76.1,4,65.5,Hard
528,Mathematics,Visual,Easy,76.2,36.8,2,53.1,Medium
529,Chemistry,Textual,Easy,78.3,30.9,1,53.4,Medium
530,Chemistry,Visual,Hard,86.3,47.3,4,59.3,Hard
531,Physics,Visual,Medium,83.9,42.7,1,59.8,Hard
532,Physics,Practice,Hard,63.9,36.6,5,43.9,Medium
533,Physics,Visual,Easy,76.3,66.1,3,61.0,Medium
534,Chemistry,Textual,Medium,92.5,28.2,3,57.7,Hard
535,Computer Science,Practice,Medium,70.7,49.6,5,51.2,Medium
536,Chemistry,Visual,Medium,62.6,46.3,3,48.2,Medium
537,Computer Science,Practice,Hard,60.7,44.8,3,46.8,Medium
538,Computer Science,Practice,Hard,82.7,62.3,5,61.0,Hard
539,Physics,Textual,Easy,66.4,75.8,2,59.9,Medium
540,Biology,Visual,Easy,75.4,45.0,3,54.2,Medium
541,Mathematics,Visual,Easy,65.7,58.3,2,54.3,Medium
542,Physics,Textual,Hard,87.6,45.6,1,62.5,Hard
543,Physics,Visual,Medium,72.3,46.2,1,55.0,Medium
544,Biology,Visual,Hard,91.4,51.8,3,64.2,Hard
545,Mathematics,Practice,Medium,90.9,47.5,1,64.7,Hard
546,Chemistry,Visual,Medium,68.7,31.3,5,44.7,Medium
547,Chemistry,Practice,Hard,90.0,65.0,3,67.5,Hard
548,Physics,Visual,Medium,64.9,51.7,5,49.0,Medium
549,Mathematics,Textual,Medium,74.0,44.3,2,54.3,Medium
550,Physics,Practice,Easy,58.3,35.6,4,41.8,Medium
551,Computer Science,Visual,Medium,78.9,49.4,4,56.3,Medium
552,Physics,Visual,Medium,74.5,41.4,3,52.7,Medium
553,Physics,Textual,Medium,77.7,47.7,5,54.2,Medium
554,Chemistry,Practice,Hard,49.6,42.2,4,39.5,Easy
555,Chemistry,Practice,Hard,40.2,32.5,3,32.8,Easy
556,Chemistry,Visual,Hard,53.0,69.2,4,49.3,Medium
557,Computer Science,Visual,Medium,77.5,30.8,4,50.0,Medium
558,Chemistry,Practice,Hard,80.1,33.3,1,55.0,Hard
559,Mathematics,Practice,Medium,86.9,55.2,3,63.0,Hard
560,Biology,Textual,Easy,63.9,49.6,4,48.8,Medium
561,Mathematics,Practice,Medium,73.1,54.9,3,56.0,Medium
562,Mathematics,Textual,Easy,59.5,52.5,1,50.5,Medium
563,Chemistry,Textual,Medium,90.5,33.7,3,58.4,Hard
564,Biology,Visual,Medium,59.4,55.0,1,51.2,Medium
565,Biology,Textual,Hard,87.7,35.4,4,56.5,Hard
566,Biology,Textual,Easy,66.2,60.8,4,53.3,Medium
567,Computer Science,Visual,Hard,93.6,30.0,4,57.8,Hard
568,Chemistry,Textual,Easy,72.7,33.1,1,51.3,Medium
569,Biology,Practice,Easy,72.4,33.5,2,50.2,Medium
570,Computer Science,Practice,Medium,58.7,49.7,1,49.3,Medium
571,Physics,Textual,Hard,100.0,44.2,1,68.3,Hard
572,Physics,Practice,Easy,84.9,46.7,5,57.5,Hard
573,Computer Science,Visual,Easy,77.7,43.2,4,53.8,Medium
574,Computer Science,Textual,Medium,73.6,44.2,4,52.1,Medium
575,Chemistry,Practice,Medium,60.1,37.8,5,42.4,Medium
576,Chemistry,Textual,Hard,80.1,22.3,2,50.7,Hard
577,Physics,Visual,Medium,69.0,24.1,3,44.7,Medium
578,Biology,Visual,Easy,70.9,33.0,4,47.4,Medium
579,Physics,Practice,Hard,83.4,40.2,4,55.8,Hard
580,Biology,Textual,Easy,74.3,67.0,1,62.2,Medium
581,Biology,Practice,Hard,70.3,29.7,2,48.1,Medium
582,Chemistry,Textual,Hard,91.5,28.6,2,58.3,Hard
583,Mathematics,Practice,Hard,57.7,17.7,2,38.2,Medium
584,Mathematics,Practice,Medium,45.2,52.5,2,42.4,Easy
585,Computer Science,Textual,Medium,58.1,41.8,5,42.6,Medium
586,Chemistry,Textual,Medium,72.3,25.6,1,48.8,Medium
587,Biology,Textual,Hard,80.4,44.6,5,54.6,Hard
588,Mathematics,Practice,Medium,58.8,36.3,5,41.3,Medium
589,Biology,Textual,Medium,100.0,64.4,3,72.3,Hard
590,Mathematics,Textual,Hard,72.7,34.9,1,51.8,Medium
591,Mathematics,Visual,Easy,72.3,70.5,2,61.3,Medium
592,Mathematics,Practice,Hard,50.7,47.6,1,44.6,Medium
593,Chemistry,Visual,Hard,48.4,39.1,2,39.9,Easy
594,Physics,Textual,Medium,43.3,41.1,3,37.0,Easy
595,Biology,Textual,Medium,90.6,49.4,4,62.1,Hard
596,Chemistry,Textual,Medium,88.2,41.0,5,57.4,Hard
597,Chemistry,Practice,Hard,70.0,31.1,3,47.3,Medium
598,Chemistry,Visual,Easy,51.8,54.5,5,43.2,Medium
599,Chemistry,Textual,Medium,65.8,59.9,2,54.9,Medium
600,Chemistry,Practice,Hard,91.3,60.4,2,67.8,Hard
601,Computer Science,Practice,Hard,62.4,42.6,3,47.0,Medium
602,Biology,Visual,Hard,56.5,61.4,4,48.7,Medium
603,Chemistry,Practice,Medium,64.3,49.7,4,49.1,Medium
604,Biology,Textual,Easy,65.6,40.6,5,46.0,Medium
605,Computer Science,Practice,Medium,81.1,36.6,2,55.5,Hard
606,Computer Science,Textual,Easy,36.9,58.8,2,40.1,Easy
607,Biology,Textual,Hard,72.5,19.8,4,44.2,Medium
608,Mathematics,Practice,Hard,59.5,65.8,2,53.5,Medium
609,Physics,Practice,Hard,62.0,46.9,2,49.1,Medium
610,Mathematics,Textual,Medium,81.3,36.0,3,54.4,Hard
611,Mathematics,Visual,Medium,50.5,34.3,4,37.5,Medium
612,Mathematics,Textual,Easy,72.7,38.4,4,49.9,Medium
613,Chemistry,Textual,Easy,77.2,55.6,1,60.3,Medium
614,Computer Science,Visual,Easy,78.7,49.7,4,56.3,Medium
615,Mathematics,Visual,Hard,80.6,38.1,4,53.7,Hard
616,Computer Science,Practice,Easy,78.6,36.9,1,55.4,Medium
617,Biology,Visual,Hard,80.8,49.7,2,59.3,Hard
618,Physics,Practice,Hard,56.8,86.2,2,58.3,Medium
619,Biology,Visual,Medium,90.5,86.0,5,72.0,Hard
620,Biology,Textual,Easy,52.2,60.8,2,48.3,Medium
621,Chemistry,Visual,Easy,75.6,33.4,4,49.8,Medium
622,Physics,Visual,Easy,59.8,56.3,5,47.8,Medium
623,Biology,Practice,Hard,44.2,33.8,5,33.2,Easy
624,Biology,Practice,Easy,61.4,41.6,2,47.2,Medium
625,Physics,Visual,Hard,68.2,65.5,5,54.8,Medium
626,Physics,Textual,Hard,90.8,41.3,1,62.8,Hard
627,Biology,Textual,Easy,97.3,40.8,5,61.9,Hard
628,Physics,Practice,Hard,68.1,37.4,3,48.3,Medium
629,Biology,Practice,Medium,49.2,32.7,1,39.4,Easy
630,Biology,Textual,Hard,50.4,41.1,4,39.5,Medium
631,Chemistry,Practice,Easy,81.6,56.1,2,61.6,Hard
632,Mathematics,Practice,Easy,80.6,55.2,2,60.9,Hard
633,Biology,Visual,Easy,60.9,49.4,3,48.3,Medium
634,Computer Science,Textual,Medium,52.4,62.6,2,49.0,Medium
635,Mathematics,Practice,Hard,84.9,19.1,4,50.2,Hard
636,Mathematics,Practice,Hard,51.6,45.8,5,40.5,Medium
637,Mathematics,Textual,Hard,63.3,34.4,2,46.0,Medium
638,Chemistry,Textual,Easy,77.1,74.8,4,63.0,Medium
639,Biology,Textual,Easy,40.0,41.2,1,37.4,Easy
640,Chemistry,Textual,Hard,84.3,56.1,4,61.0,Hard
641,Biology,Textual,Easy,100.0,60.0,3,71.0,Hard
642,Chemistry,Textual,Medium,71.7,39.4,4,49.7,Medium
643,Chemistry,Practice,Medium,69.5,58.9,2,56.4,Medium
644,Computer Science,Practice,Easy,70.7,60.6,5,54.5,Medium
645,Chemistry,Visual,Medium,73.4,56.8,4,55.7,Medium
646,Physics,Textual,Easy,59.1,37.2,3,43.7,Medium
647,Computer Science,Textual,Medium,53.1,23.5,1,38.6,Medium
648,Chemistry,Practice,Hard,64.7,77.1,3,58.5,Medium
649,Mathematics,Visual,Easy,72.3,40.6,1,53.3,Medium
650,Physics,Textual,Hard,55.0,60.1,4,47.5,Medium
651,Physics,Practice,Medium,49.8,38.0,5,37.3,Easy
652,Physics,Textual,Hard,63.4,76.5,3,57.6,Medium
653,Computer Science,Practice,Easy,50.0,37.5,5,37.2,Medium
654,Chemistry,Practice,Medium,80.1,46.5,4,56.0,Hard
655,Chemistry,Visual,Medium,18.4,79.8,5,34.1,Easy
656,Mathematics,Visual,Hard,52.5,21.0,5,33.6,Medium
657,Mathematics,Practice,Medium,91.2,63.1,3,67.5,Hard
658,Physics,Practice,Medium,66.7,44.6,4,48.7,Medium
659,Mathematics,Visual,Hard,72.8,55.6,5,54.1,Medium
660,Computer Science,Visual,Medium,68.1,39.8,1,51.0,Medium
661,Chemistry,Visual,Easy,60.6,69.5,2,55.2,Medium
662,Physics,Practice,Medium,86.4,32.8,1,58.0,Hard
663,Mathematics,Visual,Medium,61.4,45.6,5,45.4,Medium
664,Computer Science,Textual,Medium,57.6,59.0,4,48.5,Medium
665,Computer Science,Practice,Medium,79.9,32.7,1,54.8,Medium
666,Mathematics,Visual,Hard,41.0,46.9,4,36.6,Easy
667,Chemistry,Textual,Hard,65.7,29.6,1,46.7,Medium
668,Mathematics,Visual,Easy,62.2,39.0,4,44.8,Medium
669,Physics,Practice,Easy,65.4,84.4,5,59.0,Medium
670,Mathematics,Visual,Hard,62.7,65.1,3,53.9,Medium
671,Computer Science,Practice,Hard,75.6,55.0,1,59.3,Medium
672,Mathematics,Practice,Hard,86.5,50.5,4,60.4,Hard
673,Chemistry,Visual,Easy,76.9,21.5,1,49.9,Medium
674,Biology,Visual,Hard,64.9,42.2,4,47.1,Medium
675,Mathematics,Textual,Hard,79.5,58.8,4,59.4,Medium
676,Chemistry,Visual,Easy,81.2,38.4,3,55.1,Hard
677,Chemistry,Practice,Medium,75.4,50.4,4,54.8,Medium
678,Computer Science,Practice,Medium,85.7,29.9,1,56.8,Hard
679,Chemistry,Textual,Medium,34.8,28.7,5,27.0,Easy
680,Chemistry,Textual,Hard,70.4,79.2,2,63.0,Medium
681,Chemistry,Textual,Hard,74.6,76.9,4,62.4,Medium
682,Chemistry,Practice,Hard,47.8,43.7,2,41.0,Easy
683,Physics,Textual,Hard,73.3,33.3,5,47.6,Medium
684,Physics,Visual,Medium,83.7,30.9,2,55.1,Hard
685,Computer Science,Visual,Medium,66.6,51.0,4,50.6,Medium
686,Mathematics,Textual,Hard,79.8,74.0,1,67.1,Medium
687,Chemistry,Textual,Medium,85.3,34.5,3,56.0,Hard
688,Mathematics,Textual,Easy,90.1,48.0,4,61.4,Hard
689,Mathematics,Visual,Medium,87.4,47.2,4,59.9,Hard
690,Computer Science,Practice,Easy,90.5,70.0,3,69.2,Hard
691,Chemistry,Visual,Hard,62.5,49.2,3,49.0,Medium
692,Chemistry,Visual,Medium,64.1,24.1,3,42.3,Medium
693,Biology,Textual,Easy,32.9,56.3,3,36.3,Easy
694,Mathematics,Visual,Hard,54.0,47.6,3,44.3,Medium
695,Mathematics,Textual,Hard,88.3,32.0,4,55.8,Hard
696,Physics,Textual,Hard,60.9,60.9,2,52.7,Medium
697,Biology,Textual,Medium,76.0,40.3,1,55.1,Medium
698,Physics,Textual,Hard,73.6,50.0,4,53.8,Medium
699,Physics,Visual,Hard,88.6,47.2,5,59.5,Hard
700,Physics,Visual,Medium,39.7,40.5,4,34.0,Easy
701,Computer Science,Practice,Hard,75.3,32.8,4,49.5,Medium
702,Computer Science,Textual,Easy,75.0,53.4,2,57.5,Medium
703,Physics,Textual,Hard,57.1,26.7,3,39.6,Medium
704,Biology,Visual,Medium,84.4,58.9,5,60.9,Hard
705,Mathematics,Textual,Medium,49.0,32.2,2,38.2,Easy
706,Biology,Textual,Easy,86.0,27.5,1,56.2,Hard
707,Chemistry,Textual,Medium,37.7,66.0,5,39.7,Easy
708,Computer Science,Practice,Medium,56.4,46.4,5,43.1,Medium
709,Mathematics,Visual,Hard,67.9,16.4,2,42.9,Medium
710,Mathematics,Visual,Hard,73.3,44.8,5,51.1,Medium
711,Chemistry,Practice,Hard,42.0,54.2,4,39.3,Easy
712,Chemistry,Practice,Medium,85.6,54.6,4,61.2,Hard
713,Physics,Visual,Hard,81.3,33.4,3,53.7,Hard
714,Computer Science,Textual,Medium,98.5,35.5,2,63.9,Hard
715,Computer Science,Visual,Hard,80.5,47.4,4,56.5,Hard
716,Biology,Visual,Easy,59.0,60.6,5,48.7,Medium
717,Physics,Visual,Medium,53.9,25.3,5,35.5,Medium
718,Physics,Visual,Hard,63.7,26.1,4,41.7,Medium
719,Physics,Practice,Hard,100.0,65.6,2,73.7,Hard
720,Physics,Textual,Hard,70.7,63.3,2,58.3,Medium
721,Computer Science,Visual,Hard,71.4,30.9,1,50.0,Medium
722,Computer Science,Visual,Easy,90.7,39.2,2,61.1,Hard
723,Physics,Practice,Hard,52.5,76.6,4,51.2,Medium
724,Biology,Visual,Medium,78.1,58.2,1,61.5,Medium
725,Mathematics,Textual,Easy,77.7,44.3,5,53.1,Medium
726,Mathematics,Textual,Easy,84.4,62.1,4,62.8,Hard
727,Biology,Textual,Easy,82.8,37.8,3,55.7,Hard
728,Physics,Visual,Hard,69.1,47.4,3,51.8,Medium
729,Computer Science,Visual,Easy,49.3,40.4,2,40.8,Easy
730,Mathematics,Visual,Medium,61.5,55.6,1,52.4,Medium
731,Chemistry,Visual,Medium,82.6,55.5,1,63.0,Hard
732,Chemistry,Textual,Medium,97.8,48.3,5,64.4,Hard
733,Biology,Textual,Hard,51.7,52.6,2,45.6,Medium
734,Physics,Visual,Hard,50.7,62.1,1,49.0,Medium
735,Mathematics,Visual,Medium,46.4,52.0,4,40.8,Easy
736,Physics,Textual,Medium,58.5,48.4,5,44.8,Medium
737,Mathematics,Textual,Medium,84.2,51.4,1,62.5,Hard
738,Biology,Practice,Hard,89.7,63.2,3,66.8,Hard
739,Biology,Textual,Medium,38.8,31.1,3,31.7,Easy
740,Chemistry,Textual,Easy,51.9,51.2,1,46.3,Medium
741,Physics,Textual,Hard,49.1,16.7,3,32.6,Easy
742,Chemistry,Practice,Medium,57.0,40.8,4,42.7,Medium
743,Physics,Practice,Hard,66.7,73.3,5,56.3,Medium
744,Chemistry,Visual,Easy,64.0,33.1,4,43.9,Medium
745,Computer Science,Visual,Hard,77.7,20.5,3,48.0,Medium
746,Computer Science,Visual,Easy,41.1,30.8,1,34.8,Easy
747,Computer Science,Textual,Medium,62.2,55.7,1,52.8,Medium
748,Computer Science,Practice,Medium,90.5,43.0,5,59.2,Hard
749,Mathematics,Textual,Hard,91.1,29.9,3,57.5,Hard
750,Computer Science,Visual,Hard,95.0,63.1,3,69.4,Hard
751,Biology,Practice,Medium,75.9,51.4,3,56.4,Medium
752,Biology,Practice,Hard,60.2,27.7,2,42.4,Medium
753,Mathematics,Visual,Hard,72.6,41.7,1,53.8,Medium
754,Computer Science,Textual,Hard,100.0,77.0,3,76.1,Hard
755,Computer Science,Textual,Hard,62.0,40.4,5,44.1,Medium
756,Computer Science,Practice,Easy,97.5,19.6,2,58.6,Hard
757,Chemistry,Practice,Hard,33.4,52.1,3,35.3,Easy
758,Physics,Textual,Medium,78.6,50.7,1,59.5,Medium
759,Chemistry,Practice,Easy,79.7,65.0,2,63.4,Medium
760,Physics,Practice,Easy,75.6,39.1,4,51.5,Medium
761,Computer Science,Textual,Hard,76.6,51.6,5,54.8,Medium
762,Computer Science,Visual,Hard,77.8,48.7,1,58.5,Medium
763,Chemistry,Practice,Hard,78.5,44.9,4,54.7,Medium
764,Chemistry,Visual,Hard,65.0,49.9,1,52.5,Medium
765,Physics,Textual,Hard,65.9,54.0,5,50.2,Medium
766,Biology,Practice,Easy,49.6,53.3,3,43.8,Easy
767,Physics,Practice,Easy,81.0,58.8,4,60.1,Hard
768,Chemistry,Textual,Easy,89.5,10.8,4,50.0,Hard
769,Chemistry,Visual,Easy,96.2,22.6,2,58.9,Hard
770,Mathematics,Textual,Easy,57.7,48.2,3,46.3,Medium
771,Chemistry,Visual,Medium,44.1,46.7,5,37.1,Easy
772,Mathematics,Visual,Hard,75.6,29.7,2,50.7,Medium
773,Biology,Practice,Hard,52.7,40.0,4,40.4,Medium
774,Physics,Visual,Medium,78.6,32.6,1,54.1,Medium
775,Physics,Textual,Hard,36.9,53.8,5,35.6,Easy
776,Mathematics,Textual,Medium,86.3,31.6,2,56.6,Hard
777,Physics,Practice,Hard,72.3,48.2,3,53.6,Medium
778,Chemistry,Textual,Medium,41.2,60.4,1,43.7,Easy
779,Computer Science,Visual,Easy,74.6,31.9,2,50.9,Medium
780,Mathematics,Visual,Hard,71.4,24.9,5,44.2,Medium
781,Physics,Textual,Medium,77.8,33.6,1,54.0,Medium
782,Mathematics,Textual,Medium,82.0,31.9,2,54.6,Hard
783,Mathematics,Textual,Easy,33.8,45.6,2,34.6,Easy
784,Computer Science,Textual,Medium,62.9,19.5,5,38.3,Medium
785,Chemistry,Visual,Hard,68.7,69.1,3,58.1,Medium
786,Mathematics,Textual,Easy,65.6,26.2,1,45.7,Medium
787,Physics,Textual,Hard,64.7,24.8,2,43.8,Medium
788,Biology,Visual,Easy,85.8,45.9,5,57.7,Hard
789,Mathematics,Visual,Medium,44.0,43.2,2,39.0,Easy
790,Mathematics,Visual,Easy,65.6,65.6,5,53.5,Medium
791,Computer Science,Visual,Hard,66.8,40.9,5,46.7,Medium
792,Chemistry,Textual,Easy,68.4,40.7,2,50.4,Medium
793,Biology,Visual,Medium,55.3,54.7,5,45.1,Medium
794,Physics,Visual,Easy,100.0,59.2,1,72.8,Hard
795,Biology,Visual,Easy,84.7,15.8,5,48.1,Hard
796,Physics,Practice,Hard,100.0,46.0,3,66.8,Hard
797,Chemistry,Practice,Easy,79.6,77.3,3,66.0,Medium
798,Physics,Visual,Easy,81.4,35.6,5,52.4,Hard
799,Computer Science,Visual,Easy,69.9,47.3,1,54.1,Medium
800,Computer Science,Visual,Medium,93.4,60.3,4,66.8,Hard
801,Computer Science,Textual,Medium,78.5,52.3,4,56.9,Medium
802,Computer Science,Visual,Easy,67.1,29.2,1,47.3,Medium
803,Biology,Practice,Easy,97.7,44.0,3,65.0,Hard
804,Chemistry,Textual,Medium,50.5,26.4,5,34.2,Medium
805,Physics,Practice,Medium,59.0,29.0,2,42.2,Medium
806,Physics,Visual,Hard,100.0,61.6,5,69.5,Hard
807,Computer Science,Practice,Hard,80.1,57.8,5,58.4,Hard
808,Computer Science,Practice,Medium,30.5,71.8,4,38.8,Easy
809,Mathematics,Visual,Medium,85.3,58.9,5,61.3,Hard
810,Chemistry,Textual,Hard,54.7,42.9,4,42.2,Medium
811,Biology,Visual,Hard,61.4,29.8,2,43.6,Medium
812,Physics,Visual,Medium,100.0,66.0,5,70.8,Hard
813,Mathematics,Visual,Hard,94.8,54.4,1,68.7,Hard
814,Mathematics,Textual,Hard,100.0,57.0,5,68.1,Hard
815,Physics,Textual,Medium,60.9,53.6,1,51.5,Medium
816,Biology,Practice,Easy,65.6,62.8,4,53.6,Medium
817,Mathematics,Visual,Hard,73.3,22.1,5,44.3,Medium
818,Mathematics,Practice,Easy,83.0,26.8,4,51.5,Hard
819,Chemistry,Visual,Hard,64.9,31.9,1,47.0,Medium
820,Biology,Practice,Hard,98.2,50.5,4,66.2,Hard
821,Mathematics,Textual,Hard,77.4,38.1,3,53.1,Medium
822,Biology,Visual,Medium,92.4,61.9,1,69.8,Hard
823,Physics,Practice,Easy,58.3,44.8,4,44.6,Medium
824,Computer Science,Visual,Easy,63.7,79.8,5,56.8,Medium
825,Mathematics,Textual,Hard,73.7,70.7,4,60.1,Medium
826,Chemistry,Textual,Hard,63.1,47.1,2,49.7,Medium
827,Physics,Textual,Medium,85.7,24.6,1,55.2,Hard
828,Biology,Textual,Easy,86.0,55.3,4,61.6,Hard
829,Physics,Practice,Hard,66.4,28.3,3,44.7,Medium
830,Mathematics,Visual,Hard,79.9,30.4,2,53.1,Medium
831,Biology,Textual,Medium,100.0,39.1,1,66.7,Hard
832,Computer Science,Practice,Medium,85.7,38.8,2,58.5,Hard
833,Physics,Visual,Hard,79.8,53.3,5,56.9,Medium
834,Mathematics,Visual,Hard,89.4,49.9,3,62.7,Hard
835,Chemistry,Practice,Hard,95.2,29.9,5,57.6,Hard
836,Biology,Textual,Easy,92.8,40.6,4,60.6,Hard
837,Physics,Textual,Medium,68.9,24.6,2,45.8,Medium
838,Physics,Visual,Hard,83.5,51.0,5,58.0,Hard
